transaction_id,timestamp,product_id,product_name,category,sku,amount,currency,payment_method,is_high_risk_item,card_bin,card_last4,issuer_country,is_3ds_passed,attempt_count,payment_gateway,customer_id,email,email_domain,email_first_seen,phone,phone_verified,previous_orders,previous_chargebacks,ip,ip_country,ip_region,proxy,vpn,tor,device_id,device_os,browser,is_emulator,delivery_type,delivery_address,address_verified,billing_address,addresses_match,shipping_region,delivery_person,delivery_signature_required,last_mile_provider,session_length_sec,pages_viewed,time_on_checkout_sec,added_card_count,cart_abandon_rate,velocity_same_card_1h,velocity_same_ip_24h,is_fraud,fraud_type,chargeback_code,chargeback_date
TXN-770723370,2025-11-04T13:51:19.372699Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,76067,RUB,card,1,554395,1115,RU,True,1,TinkoffPay,USER-925572,сергей.gamer1992@mail.ru,mail.ru,2024-10-27,+79048954459,True,13,0,231.138.199.101,RU,Нижний Новгород,False,False,False,device_fpr_90582343,iOS,Safari 111,False,pickup,"Нижний Новгород, ул. Прямая, д. 15, кв. 83",True,"Нижний Новгород, ул. Прямая, д. 15, кв. 83",True,Нижний Новгород,Андрей Петров,True,Яндекс.Доставка,1387,18,75,2,0.12,2,5,0,,,
TXN-617423742,2025-09-27T09:51:19.131618Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,3893,RUB,card,0,429649,9150,RU,True,1,Yandex.Kassa,USER-467257,николай.gamer2003@mail.ru,mail.ru,2023-11-23,+79552307506,True,14,0,151.237.106.239,RU,Нижний Новгород,False,False,False,device_fpr_67647084,Android,Safari 117,False,courier,"Нижний Новгород, ул. Пушкина, д. 38, кв. 115",True,"Нижний Новгород, ул. Пушкина, д. 38, кв. 115",True,Нижний Новгород,Владимир Федоров,True,Почта России,1098,19,148,1,0.05,2,0,0,,,
TXN-921394791,2025-09-10T00:51:19.312569Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,61575,RUB,card,1,429649,2513,RU,True,1,Raiffeisenbank,USER-979997,петр.gamer2007@mail.ru,mail.ru,2025-02-06,+79986916645,True,9,0,119.34.81.181,RU,Пермь,False,False,False,device_fpr_16547652,macOS,Safari 110,False,pickup,"Пермь, ул. Первомайная, д. 17, кв. 36",True,"Пермь, ул. Первомайная, д. 17, кв. 36",True,Пермь,Сергей Соловьев,True,Яндекс.Доставка,1557,18,47,2,0.01,1,7,0,,,
TXN-571009928,2025-06-29T17:51:19.281891Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,495,RUB,card,0,538012,3745,RU,True,1,Raiffeisenbank,USER-137170,дмитрий.gamer1993@mail.ru,mail.ru,2024-11-29,+79241178475,True,9,0,50.239.4.200,RU,Краснодар,False,False,False,device_fpr_67017965,iOS,Edge 104,False,courier,"Краснодар, ул. Прямая, д. 122, кв. 88",True,"Краснодар, ул. Прямая, д. 122, кв. 88",True,Краснодар,Иван Козлов,True,Почта России,1059,12,55,2,0.04,2,2,0,,,
TXN-910750329,2025-05-30T14:51:19.278817Z,PS5-STD-01,PlayStation 5 Standard,game_consoles,PS5STD-825SSD,48946,RUB,card,1,554395,9520,RU,True,1,Yandex.Kassa,USER-416782,павел.gamer2006@mail.ru,mail.ru,2022-06-17,+79151185639,True,19,0,216.238.68.45,RU,Воронеж,False,False,False,device_fpr_93709147,Windows,Edge 104,False,pickup,"Воронеж, ул. Молодежная, д. 177, кв. 39",True,"Воронеж, ул. Молодежная, д. 177, кв. 39",True,Воронеж,Иван Козлов,True,PickPoint,1469,14,147,1,0.18,2,1,0,,,
TXN-259807915,2025-07-01T15:51:19.349502Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,512,RUB,card,0,538012,1079,RU,True,1,Raiffeisenbank,USER-475982,дмитрий.gamer2006@mail.ru,mail.ru,2024-08-07,+79538823578,True,4,0,83.166.226.141,RU,Пермь,False,False,False,device_fpr_64938607,Android,Edge 112,False,pickup,"Пермь, ул. Прямая, д. 194, кв. 110",True,"Пермь, ул. Прямая, д. 194, кв. 110",True,Пермь,Алексей Сидоров,True,DPD,1135,10,130,2,0.28,2,6,0,,,
TXN-257455973,2025-07-25T01:51:19.272980Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3973,RUB,card,0,546955,5364,RU,True,1,Yandex.Kassa,USER-605349,юрий.gamer1990@mail.ru,mail.ru,2024-11-06,+79982286793,True,18,0,220.86.67.84,RU,Волгоград,False,False,False,device_fpr_42277458,Android,Chrome 109,False,pickup,"Волгоград, ул. Пушкина, д. 57, кв. 62",True,"Волгоград, ул. Пушкина, д. 57, кв. 62",True,Волгоград,Владимир Петров,True,Яндекс.Доставка,1346,19,282,1,0.1,1,1,0,,,
TXN-672448206,2025-07-25T03:51:19.276288Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,512,RUB,card,0,524130,9914,RU,True,1,Yandex.Kassa,USER-189407,виктор.gamer2003@mail.ru,mail.ru,2022-11-13,+79258239239,True,15,0,183.77.100.56,RU,Краснодар,False,False,False,device_fpr_43294467,iOS,Safari 103,False,courier,"Краснодар, ул. Прямая, д. 48, кв. 17",True,"Краснодар, ул. Прямая, д. 48, кв. 17",True,Краснодар,Алексей Морозов,True,Боксберри,1706,7,67,1,0.22,0,7,0,,,
TXN-537249182,2025-07-16T14:51:19.203864Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,75573,RUB,card,1,427650,6308,RU,True,3,Yandex.Kassa,USER-886719,дмитрий.gamer1991@mail.ru,mail.ru,2025-04-18,+79098323777,True,16,0,96.143.15.46,RU,Уфа,False,False,False,device_fpr_16818922,Linux,Firefox 100,False,pickup,"Уфа, пр. Мира, д. 139, кв. 119",True,"Уфа, пр. Мира, д. 139, кв. 119",True,Уфа,Константин Федоров,True,PickPoint,400,7,124,1,0.27,0,6,0,,,
TXN-512591440,2025-09-20T19:51:19.240035Z,PS5-STD-01,PlayStation 5 Standard,game_consoles,PS5STD-825SSD,47938,RUB,card,1,546955,1238,RU,True,1,Raiffeisenbank,USER-553112,иван.gamer1999@mail.ru,mail.ru,2023-04-16,+79032667108,True,12,0,146.252.250.88,RU,Екатеринбург,False,False,False,device_fpr_14070081,Android,Edge 115,False,pickup,"Екатеринбург, ул. Комсомольская, д. 33, кв. 58",True,"Екатеринбург, ул. Комсомольская, д. 33, кв. 58",True,Екатеринбург,Иван Морозов,True,Почта России,1550,12,57,1,0.26,0,1,0,,,
TXN-280179133,2025-07-30T21:51:19.174898Z,PS5-STD-01,PlayStation 5 Standard,game_consoles,PS5STD-825SSD,51483,RUB,card,1,427650,9843,RU,True,1,TinkoffPay,USER-854444,николай.gamer2005@mail.ru,mail.ru,2022-03-20,+79311981883,True,9,0,15.16.167.146,RU,Санкт-Петербург,False,False,False,device_fpr_35192630,macOS,Edge 108,False,pickup,"Санкт-Петербург, ул. Прямая, д. 153, кв. 59",True,"Санкт-Петербург, ул. Прямая, д. 153, кв. 59",True,Санкт-Петербург,Константин Федоров,True,DPD,905,15,143,2,0.08,0,3,0,,,
TXN-755717851,2025-09-22T02:51:19.247854Z,PS-GAME-02,Final Fantasy XVI,games,FF16,4783,RUB,card,0,427650,3108,RU,True,1,Yandex.Kassa,USER-123341,павел.gamer1998@mail.ru,mail.ru,2025-02-27,+79984205677,False,15,0,135.3.218.52,RU,Казань,False,False,False,device_fpr_20165918,Linux,Chrome 110,False,courier,"Казань, ул. Красная, д. 112, кв. 36",True,"Казань, ул. Красная, д. 112, кв. 36",True,Казань,Владимир Морозов,True,PickPoint,1714,18,46,1,0.04,2,0,0,,,
TXN-381132955,2025-07-28T00:51:19.285203Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,60588,RUB,card,1,546955,8105,RU,True,1,Yandex.Kassa,USER-963945,виктор.gamer2000@mail.ru,mail.ru,2025-08-24,+79018914726,True,6,0,148.97.34.162,RU,Уфа,False,False,False,device_fpr_85923188,Windows,Safari 118,False,pickup,"Уфа, пр. Мира, д. 196, кв. 24",True,"Уфа, пр. Мира, д. 196, кв. 24",True,Уфа,Алексей Сидоров,True,PickPoint,911,10,211,1,0.29,1,7,0,,,
TXN-504770893,2025-09-16T18:51:19.287021Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,4066,RUB,card,0,538012,9645,RU,False,2,Yandex.Kassa,USER-220283,павел.gamer1991@mail.ru,mail.ru,2024-07-15,+79388981806,True,1,0,206.55.229.233,RU,Уфа,False,False,False,device_fpr_66980177,Android,Firefox 108,False,pickup,"Уфа, ул. Молодежная, д. 119, кв. 100",True,"Уфа, ул. Молодежная, д. 119, кв. 100",True,Уфа,Дмитрий Орлов,True,PickPoint,100,7,289,1,0.04,1,7,0,,,
TXN-311122091,2025-08-10T08:51:19.310433Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,57928,RUB,card,1,429649,2327,RU,True,1,Sberbank,USER-185666,владимир.gamer1991@mail.ru,mail.ru,2024-05-25,+79675803829,True,19,0,157.95.30.66,RU,Волгоград,False,False,False,device_fpr_71051339,macOS,Chrome 104,False,courier,"Волгоград, ул. Горького, д. 165, кв. 87",True,"Волгоград, ул. Горького, д. 165, кв. 87",True,Волгоград,Алексей Федоров,True,СДЭК,1116,7,216,2,0.24,2,3,0,,,
TXN-189083371,2025-08-08T14:51:19.321129Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,61396,RUB,card,1,554395,7833,RU,True,1,Raiffeisenbank,USER-354295,владимир.gamer2000@mail.ru,mail.ru,2024-05-04,+79985386262,True,1,0,105.18.65.60,RU,Пермь,False,False,False,device_fpr_42757618,Android,Safari 101,False,pickup,"Пермь, ул. Молодежная, д. 15, кв. 85",True,"Пермь, ул. Молодежная, д. 15, кв. 85",True,Пермь,Алексей Федоров,True,Боксберри,990,8,264,1,0.2,1,5,0,,,
TXN-753669485,2025-06-02T14:51:19.300320Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,8199,RUB,card,0,556048,9359,RU,True,1,TinkoffPay,USER-596464,алексей.gamer2008@mail.ru,mail.ru,2022-09-12,+79781155647,True,0,0,88.182.246.76,RU,Екатеринбург,False,False,False,device_fpr_35627657,Linux,Opera 113,False,pickup,"Екатеринбург, пр. Мира, д. 42, кв. 95",True,"Екатеринбург, пр. Мира, д. 42, кв. 95",True,Екатеринбург,Андрей Волков,True,СДЭК,326,9,173,1,0.05,1,2,0,,,
TXN-250995128,2025-05-25T14:51:19.363708Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8587,RUB,card,1,554395,6633,RU,False,1,TinkoffPay,USER-803844,сергей.gamer2009@mail.ru,mail.ru,2022-03-23,+79163281320,True,10,0,226.30.189.119,RU,Волгоград,False,False,False,device_fpr_78932875,iOS,Chrome 111,False,pickup,"Волгоград, ул. Ленина, д. 191, кв. 144",True,"Волгоград, ул. Ленина, д. 191, кв. 144",True,Волгоград,Алексей Орлов,True,Почта России,1620,9,120,2,0.03,1,4,0,,,
TXN-179963494,2025-08-01T23:51:19.378323Z,CHARGING-01,Charging Stand for DualSense,accessories,CHARGE-DUAL,2369,RUB,card,0,556048,9042,RU,True,2,Raiffeisenbank,USER-227899,николай.gamer2004@mail.ru,mail.ru,2021-11-28,+79962369134,False,6,0,231.170.83.157,RU,Краснодар,False,False,False,device_fpr_38388400,iOS,Firefox 102,False,pickup,"Краснодар, ул. Октябрьская, д. 112, кв. 60",True,"Краснодар, ул. Октябрьская, д. 112, кв. 60",True,Краснодар,Павел Орлов,True,PickPoint,1405,10,281,2,0.18,1,6,0,,,
TXN-724548632,2025-10-10T06:51:19.389299Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,59990,RUB,card,1,477838,8208,US,False,9,TinkoffPay,USER-493423,new.user73647@mail.ru,mail.ru,2025-11-15,+79129215932,True,2,0,229.70.175.18,CN,Другое,True,True,False,device_fpr_40530625,Linux,Chrome 112,False,courier,"Волгоград, ул. Ленина, д. 180, кв. 11",True,"Волгоград, ул. Ленина, д. 180, кв. 11",True,Волгоград,Николай Иванов,True,Яндекс.Доставка,29,2,13,4,0.8,0,7,1,bot_carding,,
TXN-916245182,2025-09-08T16:51:19.215050Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,492,RUB,card,0,554395,4188,RU,True,1,Raiffeisenbank,USER-918599,владимир.gamer2003@mail.ru,mail.ru,2022-09-04,+79965854487,True,1,0,96.120.251.62,RU,Краснодар,False,False,False,device_fpr_95081424,Linux,Safari 116,False,pickup,"Краснодар, ул. Молодежная, д. 117, кв. 50",True,"Краснодар, ул. Молодежная, д. 117, кв. 50",True,Краснодар,Владимир Волков,True,DPD,427,17,197,2,0.22,0,1,0,,,
TXN-710951281,2025-09-20T02:51:19.359992Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,8011,RUB,card,0,429649,1085,RU,False,2,Yandex.Kassa,USER-959055,петр.gamer1998@mail.ru,mail.ru,2022-04-01,+79368699585,True,15,0,36.132.63.7,RU,Челябинск,False,False,False,device_fpr_25325125,macOS,Opera 109,False,courier,"Челябинск, ул. Ленина, д. 46, кв. 110",True,"Челябинск, ул. Ленина, д. 46, кв. 110",True,Челябинск,Константин Соловьев,True,DPD,105,7,57,1,0.22,0,0,0,,,
TXN-518136786,2025-06-18T14:51:19.267743Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,61410,RUB,card,1,427650,6790,RU,True,1,Sberbank,USER-215018,андрей.gamer1994@mail.ru,mail.ru,2022-06-23,+79085248949,True,14,0,26.180.158.26,RU,Казань,False,False,False,device_fpr_85085590,Linux,Firefox 109,False,courier,"Казань, ул. Горького, д. 72, кв. 64",True,"Казань, ул. Горького, д. 72, кв. 64",True,Казань,Алексей Смирнов,True,PickPoint,458,14,134,2,0.19,0,6,0,,,
TXN-646908731,2025-09-26T15:51:19.393805Z,PS5-STD-01,PlayStation 5 Standard,game_consoles,PS5STD-825SSD,49990,RUB,card,1,427650,8928,RU,True,1,Yandex.Kassa,USER-802402,new.user24550@mail.ru,mail.ru,2025-11-17,+79987382386,True,1,0,34.139.132.48,RU,Новосибирск,True,True,False,device_fpr_52750503,macOS,Safari 112,False,courier,"Ростов-на-Дону, ул. Молодежная, д. 96, кв. 139",True,"Ростов-на-Дону, ул. Молодежная, д. 96, кв. 139",True,Ростов-на-Дону,Владимир Смирнов,True,Боксберри,105,4,48,2,0.33,1,1,1,stolen_card,4837,2025-10-03
TXN-645434367,2025-05-26T11:51:19.368220Z,PS5-SLIM-01,PlayStation 5 Slim,game_consoles,PS5SLIM-825SSD,61225,RUB,card,1,427650,1232,RU,True,2,Raiffeisenbank,USER-982401,юрий.gamer1999@mail.ru,mail.ru,2021-10-24,+79236557516,True,13,0,91.94.42.138,RU,Екатеринбург,False,False,False,device_fpr_78254182,macOS,Edge 109,False,courier,"Екатеринбург, ул. Октябрьская, д. 14, кв. 99",True,"Екатеринбург, ул. Октябрьская, д. 14, кв. 99",True,Екатеринбург,Алексей Волков,True,Боксберри,680,5,125,1,0.29,1,1,0,,,
TXN-937041984,2025-10-09T21:51:19.341906Z,PS-GAME-02,Final Fantasy XVI,games,FF16,4923,RUB,card,0,427650,1068,RU,True,1,Raiffeisenbank,USER-767550,дмитрий.gamer1995@mail.ru,mail.ru,2025-02-21,+79727378969,True,12,0,217.221.52.184,RU,Уфа,False,False,False,device_fpr_46889862,Android,Opera 119,False,courier,"Уфа, ул. Пушкина, д. 4, кв. 43",True,"Уфа, ул. Пушкина, д. 4, кв. 43",True,Уфа,Дмитрий Морозов,True,Боксберри,1635,9,167,2,0.23,2,7,0,,,
TXN-785605316,2025-06-05T19:51:19.288156Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8734,RUB,card,1,556048,7374,RU,True,1,Yandex.Kassa,USER-527443,юрий.gamer2006@mail.ru,mail.ru,2021-11-06,+79467305863,True,12,0,62.214.156.38,RU,Казань,False,False,False,device_fpr_19885820,Windows,Firefox 104,False,courier,"Казань, ул. Красная, д. 84, кв. 29",True,"Казань, ул. Красная, д. 84, кв. 29",True,Казань,Петр Петров,True,СДЭК,685,18,52,2,0.22,0,4,0,,,
TXN-997299057,2025-10-21T02:51:19.125374Z,PS5-STD-01,PlayStation 5 Standard,game_consoles,PS5STD-825SSD,52439,RUB,card,1,556048,4009,RU,True,1,Sberbank,USER-276089,юрий.gamer2006@mail.ru,mail.ru,2022-09-20,+79329073461,True,9,0,247.25.98.50,RU,Челябинск,False,False,False,device_fpr_86294551,Windows,Safari 112,False,pickup,"Челябинск, ул. Советская, д. 60, кв. 135",True,"Челябинск, ул. Советская, д. 60, кв. 135",True,Челябинск,Николай Иванов,True,Почта России,95,16,49,1,0.02,1,7,0,,,
TXN-170694394,2025-08-04T06:51:19.342452Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,4159,RUB,card,0,556048,7141,RU,True,2,Raiffeisenbank,USER-361989,константин.gamer1998@mail.ru,mail.ru,2023-03-27,+79189917933,True,5,0,238.2.210.148,RU,Омск,False,False,False,device_fpr_70168010,iOS,Safari 116,False,courier,"Омск, ул. Лермонтова, д. 61, кв. 123",True,"Омск, ул. Лермонтова, д. 61, кв. 123",True,Омск,Константин Морозов,True,Почта России,1580,10,192,2,0.16,0,2,0,,,
TXN-250719868,2025-11-11T06:51:19.318627Z,PS-GAME-02,Final Fantasy XVI,games,FF16,5138,RUB,card,0,556048,2468,RU,True,1,Raiffeisenbank,USER-555618,юрий.gamer2003@mail.ru,mail.ru,2025-01-09,+79571011957,True,14,0,166.205.141.185,RU,Челябинск,False,False,False,device_fpr_80354362,iOS,Edge 116,False,pickup,"Челябинск, ул. Красная, д. 8, кв. 72",True,"Челябинск, ул. Красная, д. 8, кв. 72",True,Челябинск,Владимир Смирнов,True,Почта России,974,19,124,1,0.1,0,4,0,,,
TXN-820004053,2025-10-04T18:51:19.269813Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,3806,RUB,card,0,429649,2556,RU,True,1,Sberbank,USER-742931,алексей.gamer2000@mail.ru,mail.ru,2023-12-30,+79201522797,True,14,0,213.222.230.59,RU,Новосибирск,False,False,False,device_fpr_34919381,Android,Opera 111,False,pickup,"Новосибирск, ул. Прямая, д. 192, кв. 6",True,"Новосибирск, ул. Прямая, д. 192, кв. 6",True,Новосибирск,Юрий Иванов,True,СДЭК,880,19,290,1,0.08,1,3,0,,,
TXN-508990663,2025-10-19T23:51:19.269319Z,DUALSE-01,DualSense Wireless Controller,accessories,DUALSE-WH,8652,RUB,card,1,429649,4439,RU,True,1,TinkoffPay,USER-117300,юрий.gamer1991@mail.ru,mail.ru,2023-08-15,+79966138717,True,11,0,51.120.176.244,RU,Уфа,False,False,False,device_fpr_62477591,Linux,Edge 110,False,pickup,"Уфа, ул. Октябрьская, д. 13, кв. 91",True,"Уфа, ул. Октябрьская, д. 13, кв. 91",True,Уфа,Константин Соколов,True,PickPoint,259,13,285,2,0.14,0,6,0,,,
TXN-937986014,2025-10-26T20:51:19.249410Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,496,RUB,card,0,556048,7437,RU,True,1,Raiffeisenbank,USER-638606,павел.gamer1992@mail.ru,mail.ru,2022-11-02,+79181872109,True,13,0,113.184.122.142,RU,Краснодар,False,False,False,device_fpr_46655436,Windows,Firefox 105,False,pickup,"Краснодар, ул. Центральная, д. 140, кв. 55",True,"Краснодар, ул. Центральная, д. 140, кв. 55",True,Краснодар,Виктор Козлов,True,DPD,1390,9,190,1,0.1,2,7,0,,,
TXN-960192720,2025-07-03T07:51:19.230915Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,4023,RUB,card,0,554395,8860,RU,True,1,TinkoffPay,USER-435510,константин.gamer2003@mail.ru,mail.ru,2023-08-13,+79179438856,True,16,0,19.218.69.227,RU,Санкт-Петербург,False,False,False,device_fpr_56489207,Windows,Firefox 104,False,pickup,"Санкт-Петербург, ул. Октябрьская, д. 34, кв. 84",True,"Санкт-Петербург, ул. Октябрьская, д. 34, кв. 84",True,Санкт-Петербург,Андрей Лебедев,True,Боксберри,980,7,231,2,0.28,2,7,0,,,
TXN-165250123,2025-08-21T17:51:19.235989Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,4023,RUB,card,0,429649,1132,RU,True,2,TinkoffPay,USER-724860,павел.gamer2005@mail.ru,mail.ru,2021-10-21,+79457466751,True,19,0,179.77.38.37,RU,Челябинск,False,False,False,device_fpr_44118321,Windows,Opera 101,False,courier,"Челябинск, ул. Советская, д. 75, кв. 118",True,"Челябинск, ул. Советская, д. 75, кв. 118",True,Челябинск,Сергей Соловьев,True,СДЭК,1187,4,152,2,0.18,1,6,0,,,
TXN-426241019,2025-06-11T06:51:19.123611Z,PS-GAME-01,Call of Duty Modern Warfare III,games,COD-MW3,4083,RUB,card,0,554395,9338,RU,True,1,Sberbank,USER-501896,петр.gamer1990@mail.ru,mail.ru,2024-04-19,+79818613287,True,17,0,151.158.221.42,RU,Новосибирск,False,False,False,device_fpr_44109026,Android,Safari 106,False,courier,"Новосибирск, ул. Пушкина, д. 144, кв. 90",True,"Новосибирск, ул. Пушкина, д. 144, кв. 90",True,Новосибирск,Николай Морозов,True,Почта России,683,12,89,1,0.07,1,3,0,,,
TXN-837275078,2025-09-18T17:51:19.225050Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3831,RUB,card,0,554395,2982,RU,True,1,Raiffeisenbank,USER-561063,виктор.gamer2003@mail.ru,mail.ru,2025-09-21,+79923158344,True,9,0,29.245.79.36,RU,Москва,False,False,False,device_fpr_13144787,macOS,Firefox 112,False,pickup,"Москва, ул. Лермонтова, д. 118, кв. 37",True,"Москва, ул. Лермонтова, д. 118, кв. 37",True,Москва,Константин Петров,True,PickPoint,1425,10,261,1,0.01,1,6,0,,,
TXN-687640294,2025-06-15T04:51:19.307458Z,HEADSET-01,PlayStation 5 Headset,accessories,PS5-HS,8016,RUB,card,0,556048,5908,RU,True,1,Raiffeisenbank,USER-497152,николай.gamer1996@mail.ru,mail.ru,2023-11-09,+79642960783,True,14,0,134.65.136.196,RU,Омск,False,False,False,device_fpr_39097324,iOS,Chrome 110,False,courier,"Омск, ул. Центральная, д. 171, кв. 51",True,"Омск, ул. Центральная, д. 171, кв. 51",True,Омск,Владимир Федоров,True,PickPoint,1411,10,182,2,0.2,1,3,0,,,
TXN-208204882,2025-10-10T07:51:19.189842Z,PS5-STD-01,PlayStation 5 Standard,game_consoles,PS5STD-825SSD,48112,RUB,card,1,524130,5173,RU,True,2,Raiffeisenbank,USER-792924,николай.gamer1993@mail.ru,mail.ru,2023-10-25,+79585672412,True,0,0,177.167.82.245,RU,Уфа,False,False,False,device_fpr_30596928,Android,Chrome 104,False,pickup,"Уфа, ул. Лермонтова, д. 27, кв. 80",True,"Уфа, ул. Лермонтова, д. 27, кв. 80",True,Уфа,Павел Орлов,True,Боксберри,449,11,42,2,0.24,2,2,0,,,
TXN-564894349,2025-07-14T05:51:19.328128Z,PS-GAME-02,Final Fantasy XVI,games,FF16,5233,RUB,card,0,427650,1944,RU,True,1,Raiffeisenbank,USER-260787,петр.gamer2002@mail.ru,mail.ru,2023-03-11,+79983114732,True,1,0,105.172.167.112,RU,Екатеринбург,False,False,False,device_fpr_84007063,Android,Edge 102,False,courier,"Екатеринбург, пр. Мира, д. 109, кв. 68",True,"Екатеринбург, пр. Мира, д. 109, кв. 68",True,Екатеринбург,Юрий Петров,True,DPD,1453,5,113,2,0.23,0,7,0,,,
TXN-672999041,2025-06-16T01:51:19.204664Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3949,RUB,card,0,556048,9718,RU,False,1,TinkoffPay,USER-954140,павел.gamer1996@mail.ru,mail.ru,2025-01-15,+79201142157,True,13,0,162.127.57.76,RU,Пермь,False,False,False,device_fpr_88518263,macOS,Opera 105,False,pickup,"Пермь, ул. Советская, д. 36, кв. 22",True,"Пермь, ул. Советская, д. 36, кв. 22",True,Пермь,Юрий Смирнов,True,СДЭК,265,18,246,2,0.2,1,5,0,,,
TXN-628083596,2025-07-07T08:51:19.228993Z,PSPLUS-12,PlayStation Plus (12 мес),subscriptions,PSPLUS-12M,3911,RUB,card,0,427650,1078,RU,True,1,Sberbank,USER-883077,сергей.gamer1992@mail.ru,mail.ru,2023-01-03,+79582064367,True,18,0,67.209.102.73,RU,Волгоград,False,False,False,device_fpr_89607155,iOS,Edge 111,False,courier,"Волгоград, пр. Мира, д. 133, кв. 67",True,"Волгоград, пр. Мира, д. 133, кв. 67",True,Волгоград,Юрий Федоров,True,Почта России,710,12,123,2,0.23,2,3,0,,,
TXN-901801350,2025-11-06T10:51:19.349921Z,PSVR2-01,PlayStation VR2,vr_headsets,PSVR2-1000,78062,RUB,card,1,556048,2144,RU,True,1,TinkoffPay,USER-453082,андрей.gamer2005@mail.ru,mail.ru,2023-04-12,+79176304201,True,12,0,86.15.215.116,RU,Омск,False,False,False,device_fpr_28354293,Android,Safari 113,False,courier,"Омск, ул. Первомайная, д. 139, кв. 87",True,"Омск, ул. Первомайная, д. 139, кв. 87",True,Омск,Павел Лебедев,True,СДЭК,221,15,133,1,0.13,1,2,0,,,
TXN-695603504,2025-06-11T08:51:19.236772Z,CHARGING-01,Charging Stand for DualSense,accessories,CHARGE-DUAL,2398,RUB,card,0,538012,9728,RU,True,1,Yandex.Kassa,USER-389372,андрей.gamer1996@mail.ru,mail.ru,2025-03-11,+79708717753,True,8,0,12.34.190.196,RU,Москва,False,False,False,device_fpr_48177208,iOS,Chrome 112,False,courier,"Москва, ул. Прямая, д. 23, кв. 83",True,"Москва, ул. Прямая, д. 23, кв. 83",True,Москва,Дмитрий Орлов,True,Почта России,288,10,109,1,0.25,2,2,0,,,
TXN-716520058,2025-09-23T18:51:19.222037Z,PSPLUS-1,PlayStation Plus (1 мес),subscriptions,PSPLUS-1M,499,RUB,card,0,429649,8194,RU,True,1,Yandex.Kassa,USER-982608,николай.gamer2007@mail.ru,mail.ru,2024-08-20,+79715614965,False,1,0,71.163.145.252,RU,Челябинск,False,False,False,device_fpr_97618597,macOS,Edge 108,False,pickup,"Челябинск, ул. Первомайная, д. 179, кв. 35",True,"Челябинск, ул. Первомайная, д. 179, кв. 35",True,Челябинск,Константин Козлов,True,Почта России,653,8,249,2,0.27,0,3,0,,,
TXN-263105545,2025-10-11T20:51:19.244656Z,CHARGING-01,Charging Stand for DualSense,accessories,CHARGE-DUAL,2595,RUB,card,0,554395,8195,RU,True,1,TinkoffPay,USER-230697,николай.gamer1994@mail.ru,mail.ru,2023-02-06,+79819101294,True,16,0,70.103.203.53,RU,Волгоград,False,False,False,device_fpr_94404041,Android,Firefox 119,False,courier,"Волгоград, ул. Комсомольская, д. 79, кв. 31",True,"Волгоград, ул. Комсомольская, д. 79, кв. 31",True,Волгоград,Петр Иванов,True,Яндекс.Доставка,1218,13,134,2,0.16,0,6,0,,,
